floor,area,block,row,seat,grade
1,7,121,22,6,S
1,7,121,22,10,S
1,7,121,22,11,S
1,7,121,22,12,S
1,7,121,22,13,S
1,7,121,22,14,S
1,7,121,22,15,S
1,7,121,22,16,S
1,7,122,1,1,S
1,7,122,1,2,S
1,7,122,1,3,S
1,7,122,1,4,S
1,7,122,1,5,S
1,7,122,1,6,S
1,7,122,1,7,S
1,7,122,1,8,S
1,7,122,1,9,S
1,7,122,1,10,S
1,7,122,1,11,S
1,7,122,1,12,S
1,7,122,1,13,S
1,7,122,1,14,S
1,7,122,1,15,S
1,7,122,1,16,S
1,7,122,2,1,S
1,7,122,2,2,S
1,7,122,2,3,S
1,7,122,2,4,S
1,7,122,2,5,S
1,7,122,2,6,S
1,7,122,2,7,S
1,7,122,2,8,S
1,7,122,2,9,S
1,7,122,2,10,S
1,7,122,2,11,S
1,7,122,2,12,S
1,7,122,2,13,S
1,7,122,2,14,S
1,7,122,2,15,S
1,7,122,2,16,S
1,7,122,3,1,S
1,7,122,3,2,S
1,7,122,3,3,S
1,7,122,3,4,S
1,7,122,3,5,S
1,7,122,3,6,S
1,7,122,3,7,S
1,7,122,3,8,S
1,7,122,3,9,S
1,7,122,3,10,S
1,7,122,3,11,S
1,7,122,3,12,S
1,7,122,3,13,S
1,7,122,3,14,S
1,7,122,3,15,S
1,7,122,3,16,S
1,7,122,4,1,S
1,7,122,4,2,S
1,7,122,4,3,S
1,7,122,4,4,S
1,7,122,4,5,S
1,7,122,4,6,S
1,7,122,4,7,S
1,7,122,4,8,S
1,7,122,4,9,S
1,7,122,4,10,S
1,7,122,4,11,S
1,7,122,4,12,S
1,7,122,4,13,S
1,7,122,4,14,S
1,7,122,4,15,S
1,7,122,4,16,S
1,7,122,5,1,S
1,7,122,5,2,S
1,7,122,5,3,S
1,7,122,5,4,S
1,7,122,5,5,S
1,7,122,5,6,S
1,7,122,5,7,S
1,7,122,5,8,S
1,7,122,5,9,S
1,7,122,5,10,S
1,7,122,5,11,S
1,7,122,5,12,S
1,7,122,5,13,S
1,7,122,5,14,S
1,7,122,5,15,S
1,7,122,5,16,S
1,7,122,6,1,S
1,7,122,6,2,S
1,7,122,6,3,S
1,7,122,6,4,S
1,7,122,6,5,S
1,7,122,6,6,S
1,7,122,6,7,S
1,7,122,6,8,S
1,7,122,6,9,S
1,7,122,6,10,S
1,7,122,6,11,S
1,7,122,6,12,S
1,7,122,6,13,S
1,7,122,6,14,S
1,7,122,6,15,S
1,7,122,6,16,S
1,7,122,7,1,S
1,7,122,7,2,S
1,7,122,7,3,S
1,7,122,7,4,S
1,7,122,7,5,S
1,7,122,7,6,S
1,7,122,7,7,S
1,7,122,7,8,S
1,7,122,7,9,S
1,7,122,7,10,S
1,7,122,7,11,S
1,7,122,7,12,S
1,7,122,7,13,S
1,7,122,7,14,S
1,7,122,7,15,S
1,7,122,7,16,S
1,7,122,8,1,S
1,7,122,8,2,S
1,7,122,8,3,S
1,7,122,8,4,S
1,7,122,8,5,S
1,7,122,8,6,S
1,7,122,8,7,S
1,7,122,8,8,S
1,7,122,8,9,S
1,7,122,8,10,S
1,7,122,8,11,S
1,7,122,8,12,S
1,7,122,8,13,S
1,7,122,8,14,S
1,7,122,8,15,S
1,7,122,8,16,S
1,7,122,9,1,S
1,7,122,9,2,S
1,7,122,9,3,S
1,7,122,9,4,S
1,7,122,9,5,S
1,7,122,9,6,S
1,7,122,9,7,S
1,7,122,9,8,S
1,7,122,9,9,S
1,7,122,9,10,S
1,7,122,9,11,S
1,7,122,9,12,S
1,7,122,9,13,S
1,7,122,9,14,S
1,7,122,9,15,S
1,7,122,9,16,S
1,7,122,10,1,S
1,7,122,10,2,S
1,7,122,10,3,S
1,7,122,10,4,S
1,7,122,10,5,S
1,7,122,10,6,S
1,7,122,10,7,S
1,7,122,10,8,S
1,7,122,10,9,S
1,7,122,10,10,S
1,7,122,10,11,S
1,7,122,10,12,S
1,7,122,10,13,S
1,7,122,10,14,S
1,7,122,10,15,S
1,7,122,10,16,S
1,7,122,11,1,S
1,7,122,11,2,S
1,7,122,11,3,S
1,7,122,11,4,S
1,7,122,11,5,S
1,7,122,11,6,S
1,7,122,11,7,S
1,7,122,11,8,S
1,7,122,11,9,S
1,7,122,11,10,S
1,7,122,11,11,S
1,7,122,11,12,S
1,7,122,11,13,S
1,7,122,11,14,S
1,7,122,11,15,S
1,7,122,11,16,S
1,7,122,12,1,S
1,7,122,12,2,S
1,7,122,12,3,S
1,7,122,12,4,S
1,7,122,12,5,S
1,7,122,12,6,S
1,7,122,12,7,S
1,7,122,12,8,S
1,7,122,12,9,S
1,7,122,12,10,S
1,7,122,12,11,S
1,7,122,12,12,S
1,7,122,12,13,S
1,7,122,12,14,S
1,7,122,12,15,S
1,7,122,12,16,S
1,7,122,13,1,S
1,7,122,13,2,S
1,7,122,13,3,S
1,7,122,13,4,S
1,7,122,13,5,S
1,7,122,13,6,S
1,7,122,13,7,S
1,7,122,13,8,S
1,7,122,13,9,S
1,7,122,13,10,S
1,7,122,13,11,S
1,7,122,13,12,S
1,7,122,13,13,S
1,7,122,13,14,S
1,7,122,13,15,S
1,7,122,13,16,S
1,7,122,14,1,S
1,7,122,14,2,S
1,7,122,14,3,S
1,7,122,14,4,S
1,7,122,14,5,S
1,7,122,14,6,S
1,7,122,14,7,S
1,7,122,14,8,S
1,7,122,14,9,S
1,7,122,14,10,S
1,7,122,14,11,S
1,7,122,14,12,S
1,7,122,14,13,S
1,7,122,14,14,S
1,7,122,14,15,S
1,7,122,14,16,S
1,7,122,15,1,S
1,7,122,15,2,S
1,7,122,15,3,S
1,7,122,15,4,S
1,7,122,15,5,S
1,7,122,15,6,S
1,7,122,15,7,S
1,7,122,15,8,S
1,7,122,15,9,S
1,7,122,15,10,S
1,7,122,15,11,S
1,7,122,15,12,S
1,7,122,15,13,S
1,7,122,15,14,S
1,7,122,15,15,S
1,7,122,15,16,S
1,7,122,16,1,S
1,7,122,16,2,S
1,7,122,16,3,S
1,7,122,16,4,S
1,7,122,16,5,S
1,7,122,16,6,S
1,7,122,16,7,S
1,7,122,16,8,S
1,7,122,16,9,S
1,7,122,16,10,S
1,7,122,16,11,S
1,7,122,16,12,S
1,7,122,16,13,S
1,7,122,16,14,S
1,7,122,16,15,S
1,7,122,16,16,S
1,7,122,17,1,S
1,7,122,17,2,S
1,7,122,17,3,S
1,7,122,17,4,S
1,7,122,17,5,S
1,7,122,17,6,S
1,7,122,17,7,S
1,7,122,17,8,S
1,7,122,17,9,S
1,7,122,17,10,S
1,7,122,17,11,S
1,7,122,17,12,S
1,7,122,17,13,S
1,7,122,17,14,S
1,7,122,17,15,S
1,7,122,17,16,S
1,7,122,18,1,S
1,7,122,18,2,S
1,7,122,18,3,S
1,7,122,18,4,S
1,7,122,18,5,S
1,7,122,18,6,S
1,7,122,18,7,S
1,7,122,18,8,S
1,7,122,18,9,S
1,7,122,18,10,S
1,7,122,18,11,S
1,7,122,18,12,S
1,7,122,18,13,S
1,7,122,18,14,S
1,7,122,18,15,S
1,7,122,18,16,S
1,7,122,19,1,S
1,7,122,19,2,S
1,7,122,19,3,S
1,7,122,19,4,S
1,7,122,19,5,S
1,7,122,19,6,S
1,7,122,19,7,S
1,7,122,19,8,S
1,7,122,19,9,S
1,7,122,19,10,S
1,7,122,19,11,S
1,7,122,19,12,S
1,7,122,19,13,S
1,7,122,19,14,S
1,7,122,19,15,S
1,7,122,19,16,S
1,7,122,20,1,S
1,7,122,20,2,S
1,7,122,20,3,S
1,7,122,20,4,S
1,7,122,20,5,S
1,7,122,20,6,S
1,7,122,20,7,S
1,7,122,20,8,S
1,7,122,20,9,S
1,7,122,20,10,S
1,7,122,20,11,S
1,7,122,20,12,S
1,7,122,20,13,S
1,7,122,20,14,S
1,7,122,20,15,S
1,7,122,20,16,S
1,7,122,21,1,S
1,7,122,21,2,S
1,7,122,21,3,S
1,7,122,21,4,S
1,7,122,21,5,S
1,7,122,21,6,S
1,7,122,21,7,S
1,7,122,21,8,S
1,7,122,21,9,S
1,7,122,21,10,S
1,7,122,21,11,S
1,7,122,21,12,S
1,7,122,21,13,S
1,7,122,21,14,S
1,7,122,21,15,S
1,7,122,21,16,S
1,7,122,22,1,S
1,7,122,22,2,S
1,7,122,22,3,S
1,7,122,22,4,S
1,7,122,22,5,S
1,7,122,22,6,S
1,7,122,22,11,S
1,7,122,22,12,S
1,7,122,22,13,S
1,7,122,22,14,S
1,7,122,22,15,S
1,7,122,22,16,S
1,7,123,1,1,S
1,7,123,1,2,S
1,7,123,1,3,S
1,7,123,1,4,S
1,7,123,1,5,S
1,7,123,1,6,S
1,7,123,1,7,S
1,7,123,1,8,S
1,7,123,1,9,S
1,7,123,1,10,S
1,7,123,1,11,S
1,7,123,1,12,S
1,7,123,1,13,S
1,7,123,1,14,S
1,7,123,1,15,S
1,7,123,1,16,S
1,7,123,2,1,S
1,7,123,2,2,S
1,7,123,2,3,S
1,7,123,2,4,S
1,7,123,2,5,S
1,7,123,2,6,S
1,7,123,2,7,S
1,7,123,2,8,S
1,7,123,2,9,S
1,7,123,2,10,S
1,7,123,2,11,S
1,7,123,2,12,S
1,7,123,2,13,S
1,7,123,2,14,S
1,7,123,2,15,S
1,7,123,2,16,S
1,7,123,3,1,S
1,7,123,3,2,S
1,7,123,3,3,S
1,7,123,3,4,S
1,7,123,3,5,S
1,7,123,3,6,S
1,7,123,3,7,S
1,7,123,3,8,S
1,7,123,3,9,S
1,7,123,3,10,S
1,7,123,3,11,S
1,7,123,3,12,S
1,7,123,3,13,S
1,7,123,3,14,S
1,7,123,3,15,S
1,7,123,3,16,S
1,7,123,4,1,S
1,7,123,4,2,S
1,7,123,4,3,S
1,7,123,4,4,S
1,7,123,4,5,S
1,7,123,4,6,S
1,7,123,4,7,S
1,7,123,4,8,S
1,7,123,4,9,S
1,7,123,4,10,S
1,7,123,4,11,S
1,7,123,4,12,S
1,7,123,4,13,S
1,7,123,4,14,S
1,7,123,4,15,S
1,7,123,4,16,S
1,7,123,5,1,S
1,7,123,5,2,S
1,7,123,5,3,S
1,7,123,5,4,S
1,7,123,5,5,S
1,7,123,5,6,S
1,7,123,5,7,S
1,7,123,5,8,S
1,7,123,5,9,S
1,7,123,5,10,S
1,7,123,5,11,S
1,7,123,5,12,S
1,7,123,5,13,S
1,7,123,5,14,S
1,7,123,5,15,S
1,7,123,5,16,S
1,7,123,6,1,S
1,7,123,6,2,S
1,7,123,6,3,S
1,7,123,6,4,S
1,7,123,6,5,S
1,7,123,6,6,S
1,7,123,6,7,S
1,7,123,6,8,S
1,7,123,6,9,S
1,7,123,6,10,S
1,7,123,6,11,S
1,7,123,6,12,S
1,7,123,6,13,S
1,7,123,6,14,S
1,7,123,6,15,S
1,7,123,6,16,S
1,7,123,7,1,S
1,7,123,7,2,S
1,7,123,7,3,S
1,7,123,7,4,S
1,7,123,7,5,S
1,7,123,7,6,S
1,7,123,7,7,S
1,7,123,7,8,S
1,7,123,7,9,S
1,7,123,7,10,S
1,7,123,7,11,S
1,7,123,7,12,S
1,7,123,7,13,S
1,7,123,7,14,S
1,7,123,7,15,S
1,7,123,7,16,S
1,7,123,8,1,S
1,7,123,8,2,S
1,7,123,8,3,S
1,7,123,8,4,S
1,7,123,8,5,S
1,7,123,8,6,S
1,7,123,8,7,S
1,7,123,8,8,S
1,7,123,8,9,S
1,7,123,8,10,S
1,7,123,8,11,S
1,7,123,8,12,S
1,7,123,8,13,S
1,7,123,8,14,S
1,7,123,8,15,S
1,7,123,8,16,S
1,7,123,9,1,S
1,7,123,9,2,S
1,7,123,9,3,S
1,7,123,9,4,S
1,7,123,9,5,S
1,7,123,9,6,S
1,7,123,9,7,S
1,7,123,9,8,S
1,7,123,9,9,S
1,7,123,9,10,S
1,7,123,9,11,S
1,7,123,9,12,S
1,7,123,9,13,S
1,7,123,9,14,S
1,7,123,9,15,S
1,7,123,9,16,S
1,7,123,10,1,S
1,7,123,10,2,S
1,7,123,10,3,S
1,7,123,10,4,S
1,7,123,10,5,S
1,7,123,10,6,S
1,7,123,10,7,S
1,7,123,10,8,S
1,7,123,10,9,S
1,7,123,10,10,S
1,7,123,10,11,S
1,7,123,10,12,S
1,7,123,10,13,S
1,7,123,10,14,S
1,7,123,10,15,S
1,7,123,10,16,S
1,7,123,11,1,S
1,7,123,11,2,S
1,7,123,11,3,S
1,7,123,11,4,S
1,7,123,11,5,S
1,7,123,11,6,S
1,7,123,11,7,S
1,7,123,11,8,S
1,7,123,11,9,S
1,7,123,11,10,S
1,7,123,11,11,S
1,7,123,11,12,S
1,7,123,11,13,S
1,7,123,11,14,S
1,7,123,11,15,S
1,7,123,11,16,S
1,7,123,12,1,S
1,7,123,12,2,S
1,7,123,12,3,S
1,7,123,12,4,S
1,7,123,12,5,S
1,7,123,12,6,S
1,7,123,12,7,S
1,7,123,12,8,S
1,7,123,12,9,S
1,7,123,12,10,S
1,7,123,12,11,S
1,7,123,12,12,S
1,7,123,12,13,S
1,7,123,12,14,S
1,7,123,12,15,S
1,7,123,12,16,S
1,7,123,13,1,S
1,7,123,13,2,S
1,7,123,13,3,S
1,7,123,13,4,S
1,7,123,13,5,S
1,7,123,13,6,S
1,7,123,13,7,S
1,7,123,13,8,S
1,7,123,13,9,S
1,7,123,13,10,S
1,7,123,13,11,S
1,7,123,13,12,S
1,7,123,13,13,S
1,7,123,13,14,S
1,7,123,13,15,S
1,7,123,13,16,S
1,7,123,14,1,S
1,7,123,14,2,S
1,7,123,14,3,S
1,7,123,14,4,S
1,7,123,14,5,S
1,7,123,14,6,S
1,7,123,14,7,S
1,7,123,14,8,S
1,7,123,14,9,S
1,7,123,14,10,S
1,7,123,14,11,S
1,7,123,14,12,S
1,7,123,14,13,S
1,7,123,14,14,S
1,7,123,14,15,S
1,7,123,14,16,S
1,7,123,15,1,S
1,7,123,15,2,S
1,7,123,15,3,S
1,7,123,15,4,S
1,7,123,15,5,S
1,7,123,15,6,S
1,7,123,15,7,S
1,7,123,15,8,S
1,7,123,15,9,S
1,7,123,15,10,S
1,7,123,15,11,S
1,7,123,15,12,S
1,7,123,15,13,S
1,7,123,15,14,S
1,7,123,15,15,S
1,7,123,15,16,S
1,7,123,16,1,S
1,7,123,16,2,S
1,7,123,16,3,S
1,7,123,16,4,S
1,7,123,16,5,S
1,7,123,16,6,S
1,7,123,16,7,S
1,7,123,16,8,S
1,7,123,16,9,S
1,7,123,16,10,S
1,7,123,16,11,S
1,7,123,16,12,S
1,7,123,16,13,S
1,7,123,16,14,S
1,7,123,16,15,S
1,7,123,16,16,S
1,7,123,17,1,S
1,7,123,17,2,S
1,7,123,17,3,S
1,7,123,17,4,S
1,7,123,17,5,S
1,7,123,17,6,S
1,7,123,17,7,S
1,7,123,17,8,S
1,7,123,17,9,S
1,7,123,17,10,S
1,7,123,17,11,S
1,7,123,17,12,S
1,7,123,17,13,S
1,7,123,17,14,S
1,7,123,17,15,S
1,7,123,17,16,S
1,7,123,18,1,S
1,7,123,18,2,S
1,7,123,18,3,S
1,7,123,18,4,S
1,7,123,18,5,S
1,7,123,18,6,S
1,7,123,18,7,S
1,7,123,18,8,S
1,7,123,18,9,S
1,7,123,18,10,S
1,7,123,18,11,S
1,7,123,18,12,S
1,7,123,18,13,S
1,7,123,18,14,S
1,7,123,18,15,S
1,7,123,18,16,S
1,7,123,19,1,S
1,7,123,19,2,S
1,7,123,19,3,S
1,7,123,19,4,S
1,7,123,19,5,S
1,7,123,19,6,S
1,7,123,19,7,S
1,7,123,19,8,S
1,7,123,19,9,S
1,7,123,19,10,S
1,7,123,19,11,S
1,7,123,19,12,S
1,7,123,19,13,S
1,7,123,19,14,S
1,7,123,19,15,S
1,7,123,19,16,S
1,7,123,20,1,S
1,7,123,20,2,S
1,7,123,20,3,S
1,7,123,20,4,S
1,7,123,20,5,S
1,7,123,20,6,S
1,7,123,20,7,S
1,7,123,20,8,S
1,7,123,20,9,S
1,7,123,20,10,S
1,7,123,20,11,S
1,7,123,20,12,S
1,7,123,20,13,S
1,7,123,20,14,S
1,7,123,20,15,S
1,7,123,20,16,S
1,7,123,21,1,S
1,7,123,21,2,S
1,7,123,21,3,S
1,7,123,21,4,S
1,7,123,21,5,S
1,7,123,21,6,S
1,7,123,21,7,S
1,7,123,21,8,S
1,7,123,21,9,S
1,7,123,21,10,S
1,7,123,21,11,S
1,7,123,21,12,S
1,7,123,21,13,S
1,7,123,21,14,S
1,7,123,21,15,S
1,7,123,21,16,S
1,7,123,22,1,S
1,7,123,22,2,S
1,7,123,22,3,S
1,7,123,22,4,S
1,7,123,22,5,S
1,7,123,22,6,S
1,7,123,22,11,S
1,7,123,22,12,S
1,7,123,22,13,S
1,7,123,22,14,S
1,7,123,22,15,S
1,7,123,22,16,S
1,7,124,1,1,S
1,7,124,1,2,S
1,7,124,1,3,S
1,7,124,1,4,S
1,7,124,1,5,S
1,7,124,1,6,S
1,7,124,1,7,S
1,7,124,1,8,S
1,7,124,1,9,S
1,7,124,1,10,S
1,7,124,1,11,S
1,7,124,1,12,S
1,7,124,1,13,S
1,7,124,1,14,S
1,7,124,1,15,S
1,7,124,1,16,S
1,7,124,2,1,S
1,7,124,2,2,S
1,7,124,2,3,S
1,7,124,2,4,S
1,7,124,2,5,S
1,7,124,2,6,S
1,7,124,2,7,S
1,7,124,2,8,S
1,7,124,2,9,S
1,7,124,2,10,S
1,7,124,2,11,S
1,7,124,2,12,S
1,7,124,2,13,S
1,7,124,2,14,S
1,7,124,2,15,S
1,7,124,2,16,S
1,7,124,3,1,S
1,7,124,3,2,S
1,7,124,3,3,S
1,7,124,3,4,S
1,7,124,3,5,S
1,7,124,3,6,S
1,7,124,3,7,S
1,7,124,3,8,S
1,7,124,3,9,S
1,7,124,3,10,S
1,7,124,3,11,S
1,7,124,3,12,S
1,7,124,3,13,S
1,7,124,3,14,S
1,7,124,3,15,S
1,7,124,3,16,S
1,7,124,4,1,S
1,7,124,4,2,S
1,7,124,4,3,S
1,7,124,4,4,S
1,7,124,4,5,S
1,7,124,4,6,S
1,7,124,4,7,S
1,7,124,4,8,S
1,7,124,4,9,S
1,7,124,4,10,S
1,7,124,4,11,S
1,7,124,4,12,S
1,7,124,4,13,S
1,7,124,4,14,S
1,7,124,4,15,S
1,7,124,4,16,S
1,7,124,5,1,S
1,7,124,5,2,S
1,7,124,5,3,S
1,7,124,5,4,S
1,7,124,5,5,S
1,7,124,5,6,S
1,7,124,5,7,S
1,7,124,5,8,S
1,7,124,5,9,S
1,7,124,5,10,S
1,7,124,5,11,S
1,7,124,5,12,S
1,7,124,5,13,S
1,7,124,5,14,S
1,7,124,5,15,S
1,7,124,5,16,S
1,7,124,6,1,S
1,7,124,6,2,S
1,7,124,6,3,S
1,7,124,6,4,S
1,7,124,6,5,S
1,7,124,6,6,S
1,7,124,6,7,S
1,7,124,6,8,S
1,7,124,6,9,S
1,7,124,6,10,S
1,7,124,6,11,S
1,7,124,6,12,S
1,7,124,6,13,S
1,7,124,6,14,S
1,7,124,6,15,S
1,7,124,6,16,S
1,7,124,7,1,S
1,7,124,7,2,S
1,7,124,7,3,S
1,7,124,7,4,S
1,7,124,7,5,S
1,7,124,7,6,S
1,7,124,7,7,S
1,7,124,7,8,S
1,7,124,7,9,S
1,7,124,7,10,S
1,7,124,7,11,S
1,7,124,7,12,S
1,7,124,7,13,S
1,7,124,7,14,S
1,7,124,7,15,S
1,7,124,7,16,S
1,7,124,8,1,S
1,7,124,8,2,S
1,7,124,8,3,S
1,7,124,8,4,S
1,7,124,8,5,S
1,7,124,8,6,S
1,7,124,8,7,S
1,7,124,8,8,S
1,7,124,8,9,S
1,7,124,8,10,S
1,7,124,8,11,S
1,7,124,8,12,S
1,7,124,8,13,S
1,7,124,8,14,S
1,7,124,8,15,S
1,7,124,8,16,S
1,7,124,9,1,S
1,7,124,9,2,S
1,7,124,9,3,S
1,7,124,9,4,S
1,7,124,9,5,S
1,7,124,9,6,S
1,7,124,9,7,S
1,7,124,9,8,S
1,7,124,9,9,S
1,7,124,9,10,S
1,7,124,9,11,S
1,7,124,9,12,S
1,7,124,9,13,S
1,7,124,9,14,S
1,7,124,9,15,S
1,7,124,9,16,S
1,7,124,10,1,S
1,7,124,10,2,S
1,7,124,10,3,S
1,7,124,10,4,S
1,7,124,10,5,S
1,7,124,10,6,S
1,7,124,10,7,S
1,7,124,10,8,S
1,7,124,10,9,S
1,7,124,10,10,S
1,7,124,10,11,S
1,7,124,10,12,S
1,7,124,10,13,S
1,7,124,10,14,S
1,7,124,10,15,S
1,7,124,10,16,S
1,7,124,11,1,S
1,7,124,11,2,S
1,7,124,11,3,S
1,7,124,11,4,S
1,7,124,11,5,S
1,7,124,11,6,S
1,7,124,11,7,S
1,7,124,11,8,S
1,7,124,11,9,S
1,7,124,11,10,S
1,7,124,11,11,S
1,7,124,11,12,S
1,7,124,11,13,S
1,7,124,11,14,S
1,7,124,11,15,S
1,7,124,11,16,S
1,7,124,12,1,S
1,7,124,12,2,S
1,7,124,12,3,S
1,7,124,12,4,S
1,7,124,12,5,S
1,7,124,12,6,S
1,7,124,12,7,S
1,7,124,12,8,S
1,7,124,12,9,S
1,7,124,12,10,S
1,7,124,12,11,S
1,7,124,12,12,S
1,7,124,12,13,S
1,7,124,12,14,S
1,7,124,12,15,S
1,7,124,12,16,S
1,7,124,13,1,S
1,7,124,13,2,S
1,7,124,13,3,S
1,7,124,13,4,S
1,7,124,13,5,S
1,7,124,13,6,S
1,7,124,13,7,S
1,7,124,13,8,S
1,7,124,13,9,S
1,7,124,13,10,S
1,7,124,13,11,S
1,7,124,13,12,S
1,7,124,13,13,S
1,7,124,13,14,S
1,7,124,13,15,S
1,7,124,13,16,S
1,7,124,14,1,S
1,7,124,14,2,S
1,7,124,14,3,S
1,7,124,14,4,S
1,7,124,14,5,S
1,7,124,14,6,S
1,7,124,14,7,S
1,7,124,14,8,S
1,7,124,14,9,S
1,7,124,14,10,S
1,7,124,14,11,S
1,7,124,14,12,S
1,7,124,14,13,S
1,7,124,14,14,S
1,7,124,14,15,S
1,7,124,14,16,S
1,7,124,15,1,S
1,7,124,15,2,S
1,7,124,15,3,S
1,7,124,15,4,S
1,7,124,15,5,S
1,7,124,15,6,S
1,7,124,15,7,S
1,7,124,15,8,S
1,7,124,15,9,S
1,7,124,15,10,S
1,7,124,15,11,S
1,7,124,15,12,S
1,7,124,15,13,S
1,7,124,15,14,S
1,7,124,15,15,S
1,7,124,15,16,S
1,7,124,16,1,S
1,7,124,16,2,S
1,7,124,16,3,S
1,7,124,16,4,S
1,7,124,16,5,S
1,7,124,16,6,S
1,7,124,16,7,S
1,7,124,16,8,S
1,7,124,16,9,S
1,7,124,16,10,S
1,7,124,16,11,S
1,7,124,16,12,S
1,7,124,16,13,S
1,7,124,16,14,S
1,7,124,16,15,S
1,7,124,16,16,S
1,7,124,17,1,S
1,7,124,17,2,S
1,7,124,17,3,S
1,7,124,17,4,S
1,7,124,17,5,S
1,7,124,17,6,S
1,7,124,17,7,S
1,7,124,17,8,S
1,7,124,17,9,S
1,7,124,17,10,S
1,7,124,17,11,S
1,7,124,17,12,S
1,7,124,17,13,S
1,7,124,17,14,S
1,7,124,17,15,S
1,7,124,17,16,S
1,7,124,18,1,S
1,7,124,18,2,S
1,7,124,18,3,S
1,7,124,18,4,S
1,7,124,18,5,S
1,7,124,18,6,S
1,7,124,18,7,S
1,7,124,18,8,S
1,7,124,18,9,S
1,7,124,18,10,S
1,7,124,18,11,S
1,7,124,18,12,S
1,7,124,18,13,S
1,7,124,18,14,S
1,7,124,18,15,S
1,7,124,18,16,S
1,7,124,19,1,S
1,7,124,19,2,S
1,7,124,19,3,S
1,7,124,19,4,S
1,7,124,19,5,S
1,7,124,19,6,S
1,7,124,19,7,S
1,7,124,19,8,S
1,7,124,19,9,S
1,7,124,19,10,S
1,7,124,19,11,S
1,7,124,19,12,S
1,7,124,19,13,S
1,7,124,19,14,S
1,7,124,19,15,S
1,7,124,19,16,S
1,7,124,20,1,S
1,7,124,20,2,S
1,7,124,20,3,S
1,7,124,20,4,S
1,7,124,20,5,S
1,7,124,20,6,S
1,7,124,20,7,S
1,7,124,20,8,S
1,7,124,20,9,S
1,7,124,20,10,S
1,7,124,20,11,S
1,7,124,20,12,S
1,7,124,20,13,S
1,7,124,20,14,S
1,7,124,20,15,S
1,7,124,20,16,S
1,7,124,21,1,S
1,7,124,21,2,S
1,7,124,21,3,S
1,7,124,21,4,S
1,7,124,21,5,S
1,7,124,21,6,S
1,7,124,21,7,S
1,7,124,21,8,S
1,7,124,21,9,S
1,7,124,21,10,S
1,7,124,21,11,S
1,7,124,21,12,S
1,7,124,21,13,S
1,7,124,21,14,S
1,7,124,21,15,S
1,7,124,21,16,S
1,7,124,22,1,S
1,7,124,22,2,S
1,7,124,22,3,S
1,7,124,22,4,S
1,7,124,22,5,S
1,7,124,22,6,S
1,7,124,22,7,S
1,7,124,22,11,S
1,7,124,22,12,S
1,7,124,22,13,S
1,7,124,22,14,S
1,7,124,22,15,S
1,7,124,22,16,S
1,7,125,1,1,S
1,7,125,1,2,S
1,7,125,1,3,S
1,7,125,1,4,S
1,7,125,1,5,S
1,7,125,1,6,S
1,7,125,1,7,S
1,7,125,1,8,S
1,7,125,1,9,S
1,7,125,1,10,S
1,7,125,1,11,S
1,7,125,1,12,S
1,7,125,1,13,S
1,7,125,1,14,S
1,7,125,1,15,S
1,7,125,1,16,S
1,7,125,2,1,S
1,7,125,2,2,S
1,7,125,2,3,S
1,7,125,2,4,S
1,7,125,2,5,S
1,7,125,2,6,S
1,7,125,2,7,S
1,7,125,2,8,S
1,7,125,2,9,S
1,7,125,2,10,S
1,7,125,2,11,S
1,7,125,2,12,S
1,7,125,2,13,S
1,7,125,2,14,S
1,7,125,2,15,S
1,7,125,2,16,S
1,7,125,3,1,S
1,7,125,3,2,S
1,7,125,3,3,S
1,7,125,3,4,S
1,7,125,3,5,S
1,7,125,3,6,S
1,7,125,3,7,S
1,7,125,3,8,S
1,7,125,3,9,S
1,7,125,3,10,S
1,7,125,3,11,S
1,7,125,3,12,S
1,7,125,3,13,S
1,7,125,3,14,S
1,7,125,3,15,S
1,7,125,3,16,S
1,7,125,4,1,S
1,7,125,4,2,S
1,7,125,4,3,S
1,7,125,4,4,S
1,7,125,4,5,S
1,7,125,4,6,S
1,7,125,4,7,S
1,7,125,4,8,S
1,7,125,4,9,S
1,7,125,4,10,S
1,7,125,4,11,S
1,7,125,4,12,S
1,7,125,4,13,S
1,7,125,4,14,S
1,7,125,4,15,S
1,7,125,4,16,S
1,7,125,5,1,S
1,7,125,5,2,S
1,7,125,5,3,S
1,7,125,5,4,S
1,7,125,5,5,S
1,7,125,5,6,S
1,7,125,5,7,S
1,7,125,5,8,S
1,7,125,5,9,S
1,7,125,5,10,S
1,7,125,5,11,S
1,7,125,5,12,S
1,7,125,5,13,S
1,7,125,5,14,S
1,7,125,5,15,S
1,7,125,5,16,S
1,7,125,6,1,S
1,7,125,6,2,S
1,7,125,6,3,S
1,7,125,6,4,S
1,7,125,6,5,S
1,7,125,6,6,S
1,7,125,6,7,S
1,7,125,6,8,S
1,7,125,6,9,S
1,7,125,6,10,S
1,7,125,6,11,S
1,7,125,6,12,S
1,7,125,6,13,S
1,7,125,6,14,S
1,7,125,6,15,S
1,7,125,6,16,S
1,7,125,7,1,S
1,7,125,7,2,S
1,7,125,7,3,S
1,7,125,7,4,S
1,7,125,7,5,S
1,7,125,7,6,S
1,7,125,7,7,S
1,7,125,7,8,S
1,7,125,7,9,S
1,7,125,7,10,S
1,7,125,7,11,S
1,7,125,7,12,S
1,7,125,7,13,S
1,7,125,7,14,S
1,7,125,7,15,S
1,7,125,7,16,S
